nconst,intervenant_primaryName,intervenant_primaryProfession,intervenant_birthYear,intervenant_deathYear,tmdb_id,tmdb_popularity,tmdb_profile_url,tmdb_biography_fr
nm0060799,Geoffrey Bateman,"actor,miscellaneous,archive_footage",1948,,185391.0,1.1445,https://image.tmdb.org/t/p/w500/ym0hYWpLMRkb9v476bhKlId5R2L.jpg,
nm0421044,Michael Jenn,actor,1959,,62106.0,1.4056,https://image.tmdb.org/t/p/w500/3NQbYl0GUHewCxBQaLnQaAnRV9G.jpg,
nm0437709,Marek Kanievska,director,1948,,78523.0,0.3371,https://image.tmdb.org/t/p/w500/6bkORLOvZCLsnMrZSDty4BNBNFN.jpg,
nm0000445,Dan Hedaya,"actor,soundtrack,archive_footage",1940,,6486.0,2.4396,https://image.tmdb.org/t/p/w500/evL3mV8hNIjZOb1XG3qtgmiTgS5.jpg,Un acteur américain. Il joue souvent des méchants sordides ou des individus crispés et rusés; deux de ses rôles les plus connus sont celui d'un mari cocu dans le thriller policier des frères Coen Blood Simple et l'intrigant Nick Tortelli dans la sitcom Cheers.
nm0000531,Frances McDormand,"actress,producer,soundtrack",1957,,3910.0,2.7796,https://image.tmdb.org/t/p/w500/r0A7hZsM1zuavTr0jN7bwmBcliR.jpg,"Une actrice américaine de cinéma, de théâtre et de télévision. McDormand a commencé sa carrière sur scène et a fait ses débuts à l'écran dans le film Blood Simple de 1984, après avoir joué depuis dans plusieurs rôles théâtraux et télévisés. McDormand a été reconnue pour ses performances dans 'Mississippi Burning' (1988), 'Short Cuts' (1993), 'Fargo' (1996), 'Wonder Boys' (2000), 'Almost Famous' (2000), 'North Country '(2005),' Moonrise Kingdom '(2012),' Salut, César! ' (2016) et "" Trois panneaux d'affichage à l'extérieur d'Ebbing, Missouri "" (2017).

Tout au long de sa carrière, elle a été nominée pour huit Golden Globes, cinq Oscars, quatre BAFTA Awards et trois Emmy Awards. Elle est l'une des rares interprètes à avoir obtenu la «Triple couronne d'acteur», remportant un Oscar, un Primetime Emmy Award et un Tony Award. Elle a remporté son premier Oscar de la meilleure actrice en 1997 pour son rôle de Marge Gunderson dans «Fargo». Elle a également remporté le prix de la meilleure actrice dans un second rôle de la Broadcast Film Critics Association, du Florida Film Critics Circle et de la Los Angeles Film Critics Association pour sa performance dans «Wonder Boys» (2000). McDormand est revenu sur scène dans la pièce de David Lindsay-Abaire Good People à Broadway du 8 février 2011 au 24 avril 2011. En 2017, McDormand a joué dans «Three Billboards Outside Ebbing, Missouri», ce qui lui a valu un deuxième Oscar du meilleur Actrice.

McDormand est marié au cinéaste Joel Coen depuis 1984, ils résident à New York avec leur fils adoptif Pedro"
nm0001053,Ethan Coen,"producer,writer,director",1957,,1224.0,1.2912,https://image.tmdb.org/t/p/w500/lbL8LEcvuxNrzda37g3mysOS2qS.jpg,
nm0001054,Joel Coen,"producer,writer,director",1954,,1223.0,1.0486,https://image.tmdb.org/t/p/w500/rgVaJNkZCgMarUcZuUAsVfXMWk3.jpg,"Après des études de cinéma à l'Institute of Film and TV de New York, Joel Coen commence sa carrière comme assistant monteur sur le film d'horreur Evil Dead de Sam Raimi. En 1984, il écrit avec son frère Ethan son premier long-métrage, Sang pour sang, auréolé du Grand Prix du Festival de Sundance. Les thèmes récurrents à son style sont déjà implantés : cynisme, sens de l'absurde, suspense omniprésent, humour noir féroce. Joel Coen signe ensuite Arizona Junior et Miller's Crossing, mais c'est Barton Fink, en 1991, qui lui apporte la consécration, le film recevant la Palme d'Or du Festival de Cannes. Le cinéaste, indissociablement lié à son frère Ethan, devient alors extrêmement populaire dans le milieu du septième art mais parvient à garder une indépendance créative salutaire.

Habitués de la croisette, ils sont choisis pour participer au projet Chacun son cinéma, une compilation de courts métrages de grands réalisateurs projetée à l'occasion du 60e anniversaire du Festival. Une édition où ils présentent également en Compétition No Country for Old Men - Non, ce pays n'est pas pour le vieil homme, un drame sanglant adapté d'un roman de Cormac McCarthy qui contraste durement avec la légèreté de leurs précédents longs-métrages. Le film est un triomphe : il reçoit une moisson de prix à travers le monde, dont 4 Oscars pour le Meilleur scénario adapté, le Meilleur réalisateur, Meilleur second rôle pour Javier Bardem et celui du Meilleur film. Après le potache et mineur Burn After Reading (2008), les frères Coen reviennent en 2010 avec une comédie dramatique : A Serious Man. Ils font ensuite une franche incursion dans le western - genre qu'ils ont souvent effleuré dans leurs films, avec True Grit, remake d'un film avec John Wayne de 1969, 100 dollars pour un shérif, occasion de retrouver Jeff Bridges qui avait été pour eux en 1998, ""The Big Lebowski""."
nm0315288,John Getz,"actor,soundtrack,archive_footage",1946,,20211.0,1.3477,https://image.tmdb.org/t/p/w500/NL52y1nH5SZMlJKfKpPBnofoJk.jpg,"John Getz est un acteur américain formé au théâtre. Getz a abandonné ses études pour fréquenter l'American Conservatory Theatre de San Francisco. Tout en travaillant dans une cave, il a aidé à fonder la Theatre Company dans le comté de Napa, en Californie. Son emplacement dans la Napa Valley viticole a conduit aux débuts télévisés de Getz dans un film d'horreur conçu pour la télévision Killer Bees. Killer Bees mettait en vedette Gloria Swanson, Craig Stevens, Kate Jackson et Edward Albert. Getz a ensuite déménagé à New York, où il est devenu actif dans le théâtre local tout en effectuant un passage de 18 mois en tant que Neil Johnson sur le feuilleton Another World.

Getz est apparu dans The Happy Hooker et a enchaîné avec plusieurs autres rôles avant de jouer dans le thriller néo-noir des Coen Brothers Blood Simple. Il a joué l'amant condamné d'une femme mariée (Frances McDormand) qui interprète malheureusement mal ses circonstances de plus en plus complexes.

Getz est également apparu dans The Fly et The Fly II en tant que Stathis Borans, un éditeur de magazine scientifique qui paie un lourd tribut pour sa curiosité. Toujours en 1989, il a joué un Major du Corps des Marines à Born le 4 juillet. En 1991, Getz est apparu comme le petit ami désagréable des femmes professionnelles dans Don't Tell Mom the Babysitter's Dead and Curly Sue. En 1990, Getz est apparu en tant que chef du crime dans le Charlie Sheen et Emilio Estevez parodie Men At Work. En 1994, il est apparu dans le film Playmaker, avec Colin Firth et Jennifer Rubin.

En 2007, il a joué un rôle dans le film Zodiac de David Fincher. Toujours en 2007, il est apparu dans le film documentaire de Bill Guttentag et Dan Sturman Nanking dans le rôle de George Ashmore Fitch, chef du YMCA local et directeur administratif du Comité international pour la zone de sécurité de Nankin. Getz a également joué un rôle dans le film de Fincher The Social Network, sur la fondation de Facebook. Il est apparu dans le thriller à suspense Elevator en tant que cadre de Wall Street coincé dans un ascenseur avec un groupe d'étrangers, dont l'un a une bombe. Écrit et produit par Marc Rosenberg et réalisé par Stig Svendsen, Elevator est sorti en juillet 2012. Il est apparu dans Trumbo (2015) en tant que réalisateur Sam Wood.

Au fil des décennies, Getz a joué dans de nombreuses séries télévisées, notamment Barney Miller et Three's Company, où il a joué Lee Tripper, le frère de Jack Tripper. Il a joué dans How I Met Your Mother, Prison Break, The King of Queens et Private Practice, et a eu des rôles récurrents dans Homeland, Timeless et Bosch."
nm0931638,Samm-Art Williams,"producer,writer,actor",1946,2024.0,3017.0,0.4771,https://image.tmdb.org/t/p/w500/3lQKRozD3rzYuZV4XlY1ZugZzSD.jpg,
nm0000154,Mel Gibson,"actor,producer,director",1956,,2461.0,5.5756,https://image.tmdb.org/t/p/w500/jnqHMaOslt8cef2atSmOpGRvNla.jpg,"Mel Gibson est un acteur, réalisateur, scénariste et producteur américain, né le 3 janvier 1956 à Peekskill (État de New York).

Il devient célèbre en tenant le rôle-titre de Mad Max et prend place parmi les acteurs les mieux payés d'Hollywood en tenant la vedette de L'Arme fatale. Grâce à l'énorme succès de ces deux sagas, il fonde sa propre société Icon Productions, qui lui permet de produire et de réaliser ses propres films comme Braveheart (dans lequel il joue et pour lequel il remporte l'Oscar du meilleur réalisateur et celui du meilleur film en 1996) et La passion du Christ qui lance une vive polémique en 2004.

En 1985, Mel Gibson est le premier acteur à être élu l'« homme le plus sexy du monde » par le magazine People. Au total, les films dans lesquels il a joués (et/ou qu'il a réalisés) ont rapporté 2 milliards de dollars aux États-Unis et 5 milliards de dollars dans le monde, ce qui le place parmi les acteurs les plus rentables de l'histoire du cinéma."
nm0000164,Anthony Hopkins,"actor,composer,producer",1937,,4173.0,4.9434,https://image.tmdb.org/t/p/w500/cbFWUHhk6pZKTEm48OKVM5awNNn.jpg,"Anthony Hopkins, né le 31 décembre 1937 à Port Talbot (Pays de Galles), est un acteur britannique naturalisé américain en 2000.

Figure majeure du cinéma anglo-saxon, parfois considéré comme l'un des meilleurs acteurs encore vivants, il est surtout connu pour son interprétation du psychopathe cannibale du Silence des agneaux (1991), le Dr Hannibal Lecter. Cela lui vaut le BAFTA Award et l'Oscar du meilleur acteur, et il reprend son rôle dans la suite Hannibal (2001) et le prélude Dragon Rouge (2002). Acteur prolifique, il est connu pour être un caméléon, capable de se fondre dans n'importe quel personnage ; il est réputé pour ses interprétations de nombreux personnages historiques et littéraires controversés, ainsi que pour ses rôles de méchant au cinéma ou à la télévision.

Acteur largement récompensé par ses pairs, il est anobli en 1993 par la reine Élisabeth II pour ses services rendus aux arts britanniques. Virtuose au piano, il a sorti plusieurs albums de musique classique, enregistrés avec les orchestres symphoniques de Dallas ou Birmingham, et il a composé les musiques des trois films qu'il a réalisés."
nm0000358,Daniel Day-Lewis,"actor,writer,music_department",1957,,11856.0,2.1044,https://image.tmdb.org/t/p/w500/3kNA9VcmymoEwT0btQ4bvMYxzcP.jpg,"Daniel Day-Lewis, (de son vrain nom Daniel Michael Blake Day-Lewis) né le 29 avril 1957 à Londres, est un acteur britannico-irlandais. Il est le fils du poète Cecil Day-Lewis, chavalier de Ordre de l'Empire britannique, né en Irlande mais ayant vécu la plus grande partie de sa vie en Angleterre où il devient poète lauréat (Poet Laureate) de la reine Élisabeth II en 1967. Sa mère, l'actrice Jill Balcon, est une juive ashkénaze  et la fille de Michael Balcon, directeur des studios Ealing. Au début des années 1990, Daniel Day-Lewis rencontre Isabelle Adjani, avec qui il a un fils, Gabriel-Kane, né en 1995 quelques mois après leur séparation.

Après ses débuts au théâtre à Bristol, il obtient son premier rôle de figuration à l'âge de 14 ans, dans le film de John Schlesinger, Un dimanche comme les autres (Sunday Bloody Sunday), où il n'est pas crédité dans le rôle d'un jeune vandale. Dans Au nom du père, en 1993,  dans lequel il interprète Gerry Conlon, injustement accusé d'un attentat perpétré par l'IRA provisoire. Daniel Day-Lewis perd plusieurs kilos pour se préparer au rôle, reprend son accent nord-irlandais devant et derrière les caméras ; il passe aussi plusieurs semaines en cellule et demande à subir une séance d'interrogatoire musclée pendant trois jours, exigeant des techniciens qu'ils lui jettent des seaux d'eau glacée et qu'ils l'insultent. Reconnu pour l'intensité dramatique de ses compositions aussi marquantes que diverses (aristocrate, petit voyou, marginal ou criminel) chez des réalisateurs tels que Martin Scorsese, Steven Spielberg, Stephen Frears, Jim Sheridan, Paul Thomas Anderson ou encore James Ivory, il est aussi réputé pour être l'un des acteurs internationaux les plus sélectifs, apparaissant seulement dans cinq films entre 1998 et 2010. Adepte de La Méthode de l'Actors Studio, Day-Lewis est célèbre pour l'implication extrême et constante qu'il accorde à ses personnages, les longues recherches qu'il entreprend et l'important temps de préparation qu'il exige pour chacun de ses rôles.

Son interprétation du personnage de Christy Brown dans My Left Foot (1989) lui a valu l'Oscar et le BAFTA du meilleur acteur ; il remporte également l'Oscar, le BAFTA, le Golden Globe et le Screen Actors Guild Award du meilleur acteur pour ses rôles de Daniel Plainview dans There Will Be Blood (2007) et d'Abraham Lincoln dans Lincoln (2012). Acteur parmi les plus récompensés du cinéma contemporain, il est par ailleurs le seul acteur au monde à ce jour à avoir obtenu trois Oscars du meilleur acteur, récompense pour laquelle il a de plus été nommé à trois reprises, pour ses rôles de Gerry Conlon dans Au nom du père (1993), de William Cutting dans Gangs of New York (2002) et de Reynolds Woodcoks dans Phantom Thread (2017).

En 2013, il est inclus dans la liste des cent personnes les plus influentes du monde établie par le Time. En 2014, il est élevé au rang de Knight Bachelor par la reine Élisabeth II pour services rendus aux arts britanniques. En décembre 2017, sort Phantom Thread, sa seconde collaboration avec le cinéaste Paul Thomas Anderson. Le 20 juin 2017, l'acteur déclare qu'il s'agit de son dernier film et annonce son départ à la retraite, après vingt films (en excluant son premier film, où il est non-crédité) et son statut de premier acteur à gagner trois fois l'Oscar."
nm0000553,Liam Neeson,"actor,producer,soundtrack",1952,,3896.0,8.1144,https://image.tmdb.org/t/p/w500/sRLev3wJioBgun3ZoeAUFpkLy0D.jpg,"William John ""Liam"" Neeson OBE (né le 7 juin 1952) est un acteur irlandais qui a été nominé pour un Oscar, un BAFTA et trois Golden Globe Awards.

Il a joué dans plusieurs rôles notables, notamment Oskar Schindler dans Schindler's List, Michael Collins dans Michael Collins, Peyton Westlake dans Darkman, Jean Valjean dans Les Misérables, Qui-Gon Jinn dans Star Wars Episode I : The Phantom Menace, Alfred Kinsey dans Kinsey, Ras Al Ghul dans Batman Begins et la voix d'Aslan dans The Chronicles of Narnia film series. Il a également joué dans plusieurs autres films notables, allant de grandes sorties en studio à Hollywood (Excalibur, The Dead Pool, Nell, Rob Roy, The Haunting, Love Actually, Kingdom of Heaven, Taken, Clash of the Titans, The A-Team, Unknown) à de plus petits films d'art et d'essai (Deception, Breakfast on Pluto, Chloe).

Il est né à Ballymena, comté d'Antrim, Irlande du Nord et a fait ses études au Saint Patrick's College, au Ballymena Technical College et à l'Université Queen's de Belfast. Après l'université, il s'installe à Dublin pour poursuivre sa carrière de comédien, rejoignant le célèbre Abbey Theatre. Au début des années 1990, il s'installe de nouveau aux États-Unis, où la reconnaissance de sa performance dans Schindler's List l'a conduit à des œuvres plus prestigieuses. Il est veuf et vit à New York avec ses deux fils."
nm0002044,Roger Donaldson,"director,producer,writer",1945,,21370.0,0.4382,https://image.tmdb.org/t/p/w500/qh19qXD1JpFSNhRKtg2vm9nDTwY.jpg,
